"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","predicted_min2","predicted_max2","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths","death_min","death_max","death_min2","death_max2","rt","rt_min","rt_max","rt_min2","rt_max2"
"1070",2020-08-01,"Spain",3598,314952,17349505.6033842,255558.11665901,34163524.2500736,3198.18807822805,0.00535293251445827,11672.818646379,119.136022322956,8880.20016364966,9,29485,453791.250935013,2953.20347779778,1144684.1808352,125.082311811883,0.00873087752276752,418.411346027463,18.9271213928148,326.139163872934,1.07913181729658,0.390138638764738,1.57647707933772,0.768504199200343,1.49566653637747
"1071",2020-08-02,"Spain",2772,317724,17352596.6066562,255558.121396213,34174779.5248103,3091.00327198412,0.00473720248967945,11255.2747367138,126.009312044793,8554.41667470409,9,29494,453909.939217033,2953.21102729489,1145083.98735331,118.688282020061,0.00754949711263784,399.806518114745,17.0157472643953,311.507471199983,1.07905842644579,0.390138638719814,1.57646676865121,0.768319896184442,1.49565368509023
"1072",2020-08-03,"Spain",4099,321823,17355586.62856,255558.125601791,34185638.2426145,2990.02190380774,0.00420557812190198,10858.7178041709,133.685710515964,8247.11197078876,9,29503,454022.587753078,2953.2175542171,1145465.97919033,112.648536045293,0.00652692221214507,381.991837023215,15.3021935379797,297.511319098434,1.07898710725109,0.390138638680057,1.57645573260156,0.768142316383811,1.49564005335695
"1073",2020-08-04,"Spain",4603,326426,17358480.4476994,255558.129342406,34196116.7181114,2893.81913942508,0.00374061482115251,10478.4754969421,142.421723157913,7952.84131259973,27,29530,454129.535258445,2953.22319516671,1145830.93150202,106.947505366789,0.00564094960840027,364.952311686129,13.7558462097429,284.052240336339,1.07891769706832,0.390138638644762,1.57644388786719,0.767971114589457,1.49562555178301
"1074",2020-08-05,"Spain",4590,331016,17361282.1631419,255558.132672917,34206228.8833422,2801.71544244168,0.0033305109513763,10112.165230793,152.398100559428,7669.62237537392,1,29531,454231.107527116,2953.22806180937,1146179.51367689,101.572268670942,0.0048666426548551,348.582174869068,12.36180803779,271.09037458596,1.07885007286914,0.390138638613369,1.57643117136391,0.767806021868208,1.49561011815466
"1075",2020-08-06,"Spain",4528,335544,17363995.559024,255558.135639865,34215987.4574878,2713.39588211328,0.00296694848120862,9758.57414563403,163.029221518729,7396.49398502057,1,29532,454327.615375128,2953.23225949135,1146512.48547984,96.5078480119714,0.00419768197881512,332.971802947494,11.1232550790485,258.745643795933,1.07878412824406,0.390138638585418,1.57641752271657,0.767646808461683,1.49559369608399
"1076",2020-08-07,"Spain",5275,340819,17366624.2652422,255558.138283589,34225404.488012,2628.7062182149,0.00264372389361751,9417.03052419017,174.372847277193,7132.91350636467,3,29535,454419.3562614,2953.2358826819,1146830.58963933,91.7408862718402,0.00362319055825127,318.104159494547,10.0268214872701,246.943076512441,1.07871976286101,0.390138638560518,1.57640287767119,0.767493264783317,1.49557622679378
"1077",2020-08-08,"Spain",4207,345026,17369171.8206615,255558.140639524,34234491.5755362,2547.55541931264,0.00235593549067847,9087.08752413849,186.486894567057,6879.13566063058,0,29535,454506.616682366,2953.23900509902,1147134.5567721,87.2604209665829,0.00312241711301277,303.96713277345,9.06089406796143,235.523521881891,1.07865687818972,0.390138638538331,1.57638716616298,0.767345192590094,1.4955576466607
"1078",2020-08-09,"Spain",4003,349029,17371641.6947611,255558.142739045,34243259.9553515,2469.87409957668,0.00209952025388254,8768.37981530296,198.883148088359,6634.47049175054,0,29535,454589.668944448,2953.24169848941,1147424.95733668,83.052262081815,0.00269339038926571,290.400564574594,8.2206776486926,224.69464665225,1.07859537599727,0.390138638518558,1.5763703119558,0.767202401284971,1.49553788680617
"1079",2020-08-10,"Spain",6005,355034,17374037.2940493,255558.14461004,34251720.5216927,2395.59928816671,0.00187099533252894,8460.5663412483,212.10128517209,6398.3394296872,76,29611,454668.77113666,2953.24402095614,1147702.43216616,79.1021922121525,0.00232246673357907,277.474829477501,7.49945515817126,214.432055620233,1.07853515790398,0.390138638500938,1.57635223260182,0.767064706552197,1.49551687317947
"1080",2020-08-11,"Spain",6347,361381,17376361.9643043,255558.146277353,34259883.8334015,2324.67025499512,0.00166731302441443,8163.31170875614,224.706460644703,6170.46961471998,3,29614,454744.16704214,2953.24602032297,1147967.65318837,75.3959054798737,0.00199936683297249,265.221022213903,6.87313074741815,204.716776151968,1.07847612526037,0.390138638485236,1.57633283932446,0.766930091118405,1.49549452661051
"1081",2020-08-12,"Spain",6478,367859,17378618.9926191,255558.147763129,34267760.1161899,2257.02831486805,0.00148577619624,7876.28278841562,237.207996580851,5950.59106342981,0,29614,454816.091548147,2953.24774353639,1148221.26075926,71.9245060068398,0.00172321341834224,253.607570890226,6.34430990375676,195.521827827271,1.07841817907,0.390138638471243,1.57631203675612,0.766796130428283,1.49547076272267
"1082",2020-08-13,"Spain",6252,374111,17380811.6103022,255558.149087114,34275354.9878641,2192.61768306052,0.00132398479699252,7594.87167419892,252.921418772304,5738.4376239318,27,29641,454884.764319649,2953.24922654519,1148463.86713714,68.6727715024184,0.00148300879744075,242.606377884517,5.90029495347131,186.82335958448,1.07836121987762,0.390138638458774,1.57628972255657,0.766666961011033,1.49544549172516
"1083",2020-08-14,"Spain",7077,381188,17382942.9966558,255558.150266912,34282677.9263104,2131.38635362445,0.00117979826187023,7322.93844633675,267.033366201848,5533.74853486563,12,29653,454950.3936651,2953.25050447009,1148696.05821741,65.6293454509551,0.00127792490207613,232.191080261771,5.53486075950522,178.599017031081,1.07830514761253,0.390138638447662,1.57626578694794,0.76654241400187,1.49541861812443
"1084",2020-08-15,"Spain",5569,386757,17385016.283404,255558.151318218,34289738.5036609,2073.2867481775,0.00105130619498669,7060.57735048092,286.287345509562,5336.26962080618,15,29668,455013.174367326,2953.25160579984,1148918.38677531,62.780702226029,0.00110132974921343,222.328557898674,5.24138780828124,170.821336853442,1.07824986139598,0.39013863843776,1.57624011219005,0.766422326246081,1.49539004038431
"1085",2020-08-16,"Spain",4904,391661,17387034.559547,255558.152255022,34296545.9677197,2018.27614299937,0.000936803709005595,6807.46405875462,301.13126852034,5145.75398033302,13,29681,455073.289534396,2953.25255532356,1149131.3764778,60.1151670696687,0.000949523717402341,212.989702494934,5.01439543026449,163.466183886506,1.07819525932281,0.390138638428937,1.57621257200763,0.766303504189253,1.49535965055077
"1086",2020-08-17,"Spain",7050,398711,17389000.8764935,255558.153089792,34303117.3054287,1966.31694652171,0.000834769771875355,6571.33770908198,321.502544536496,4961.96228092169,2,29683,455130.909213337,2953.25337363915,1149335.5161199,57.6196789415085,0.000818315588522989,204.139642101612,4.84271196314253,156.504645468981,1.07814123822421,0.390138638421075,1.57618303097316,0.766157648967594,1.4953273338485
